ano;ra;id_curso;id_disciplina;nome_disciplina;bim1;bim2;bim3;bim4;media;situacao;nome_aluno;nome_curso
2026;20260528;C003;D011;Resistencia dos Materiais;1.7;8.2;6.4;8.8;6.3;APROVADO;Impmon Skywalker;Engenharia Civil
2026;20260528;C003;D012;Materiais de Construcao;3.0;3.6;5.6;2.6;3.7;REPROVADO;Impmon Skywalker;Engenharia Civil
2026;20260528;C003;D013;Topografia;6.4;2.5;9.3;8.3;6.6;APROVADO;Impmon Skywalker;Engenharia Civil
2026;20260528;C003;D014;Estruturas I;4.1;0.6;0.9;3.9;2.4;REPROVADO;Impmon Skywalker;Engenharia Civil
2026;20260528;C003;D015;Hidraulica;9.6;6.9;4.6;3.6;6.2;APROVADO;Impmon Skywalker;Engenharia Civil
2026;20260529;C005;D021;Direito Civil;8.6;6.0;6.4;0.7;5.4;REPROVADO;Lapras Blade;Direito
2026;20260529;C005;D022;Direito Penal;1.8;4.0;8.2;8.4;5.6;REPROVADO;Lapras Blade;Direito
2026;20260529;C005;D023;Direito Constitucional;2.6;0.8;7.6;0.3;2.8;REPROVADO;Lapras Blade;Direito
2026;20260529;C005;D024;Processo Civil;0.8;8.4;5.1;0.3;3.7;REPROVADO;Lapras Blade;Direito
2026;20260529;C005;D025;Direito do Trabalho;7.0;6.0;3.5;3.3;5.0;REPROVADO;Lapras Blade;Direito
2026;20260530;C004;D016;Contabilidade;9.7;5.7;1.6;8.3;6.3;APROVADO;Wormmon Banner;Administracao
2026;20260530;C004;D017;Gestao de Pessoas;3.4;2.5;7.6;9.3;5.7;REPROVADO;Wormmon Banner;Administracao
2026;20260530;C004;D018;Marketing;6.8;7.3;0.3;5.5;5.0;REPROVADO;Wormmon Banner;Administracao
2026;20260530;C004;D019;Financas;6.8;3.3;8.7;4.1;5.7;REPROVADO;Wormmon Banner;Administracao
2026;20260530;C004;D020;Economia;2.3;3.0;5.0;0.2;2.6;REPROVADO;Wormmon Banner;Administracao
2026;20260531;C001;D001;Algoritmos I;0.9;8.9;1.5;1.2;3.1;REPROVADO;Leia Grayson;Analise de Sistemas
2026;20260531;C001;D002;Banco de Dados I;6.1;4.4;4.0;7.7;5.5;REPROVADO;Leia Grayson;Analise de Sistemas
2026;20260531;C001;D003;Python para Dados;1.3;9.6;1.0;1.4;3.3;REPROVADO;Leia Grayson;Analise de Sistemas
2026;20260531;C001;D004;Engenharia de Software;4.5;2.4;6.8;6.7;5.1;REPROVADO;Leia Grayson;Analise de Sistemas
2026;20260531;C001;D005;SQL e Otimizacao;8.6;7.8;10.0;3.9;7.6;APROVADO;Leia Grayson;Analise de Sistemas
2026;20260532;C002;D006;Estatistica Aplicada;;;;;;SEM_NOTAS;Mew Ember;Engenharia de Producao
2026;20260532;C002;D007;Processos Industriais;;;;;;SEM_NOTAS;Mew Ember;Engenharia de Producao
2026;20260532;C002;D008;Pesquisa Operacional;;;;;;SEM_NOTAS;Mew Ember;Engenharia de Producao
2026;20260532;C002;D009;Gestao da Qualidade;;;;;;SEM_NOTAS;Mew Ember;Engenharia de Producao
2026;20260532;C002;D010;Planejamento e Controle;;;;;;SEM_NOTAS;Mew Ember;Engenharia de Producao
2026;20260533;C005;D021;Direito Civil;7.5;9.7;0.2;9.1;6.6;APROVADO;ChunLi Raven;Direito
2026;20260533;C005;D022;Direito Penal;2.8;9.9;7.8;0.7;5.3;REPROVADO;ChunLi Raven;Direito
2026;20260533;C005;D023;Direito Constitucional;4.5;7.1;0.3;3.2;3.8;REPROVADO;ChunLi Raven;Direito
2026;20260533;C005;D024;Processo Civil;0.9;6.6;9.4;1.1;4.5;REPROVADO;ChunLi Raven;Direito
2026;20260533;C005;D025;Direito do Trabalho;5.0;0.2;1.4;4.7;2.8;REPROVADO;ChunLi Raven;Direito
2026;20260534;C004;D016;Contabilidade;0.3;8.7;3.1;6.5;4.7;REPROVADO;Garurumon Prince;Administracao
2026;20260534;C004;D017;Gestao de Pessoas;4.7;8.8;4.9;9.6;7.0;APROVADO;Garurumon Prince;Administracao
2026;20260534;C004;D018;Marketing;8.7;3.7;5.5;2.5;5.1;REPROVADO;Garurumon Prince;Administracao
2026;20260534;C004;D019;Financas;3.1;0.3;1.6;5.1;2.5;REPROVADO;Garurumon Prince;Administracao
2026;20260534;C004;D020;Economia;2.6;4.6;7.6;10.0;6.2;APROVADO;Garurumon Prince;Administracao
2026;20260535;C001;D001;Algoritmos I;2.2;4.5;5.6;9.4;5.4;REPROVADO;Psyduck Banner;Analise de Sistemas
2026;20260535;C001;D002;Banco de Dados I;3.2;7.1;4.4;7.4;5.5;REPROVADO;Psyduck Banner;Analise de Sistemas
2026;20260535;C001;D003;Python para Dados;2.8;5.1;2.8;1.8;3.1;REPROVADO;Psyduck Banner;Analise de Sistemas
2026;20260535;C001;D004;Engenharia de Software;3.7;1.1;1.8;6.4;3.2;REPROVADO;Psyduck Banner;Analise de Sistemas
2026;20260535;C001;D005;SQL e Otimizacao;8.4;8.1;9.9;9.0;8.8;APROVADO;Psyduck Banner;Analise de Sistemas
2026;20260536;C004;D016;Contabilidade;4.0;1.0;6.6;9.7;5.3;REPROVADO;Squirtle Stark;Administracao
2026;20260536;C004;D017;Gestao de Pessoas;1.4;3.6;5.9;1.6;3.1;REPROVADO;Squirtle Stark;Administracao
2026;20260536;C004;D018;Marketing;7.4;9.0;3.8;7.5;6.9;APROVADO;Squirtle Stark;Administracao
2026;20260536;C004;D019;Financas;4.6;8.1;1.5;1.4;3.9;REPROVADO;Squirtle Stark;Administracao
2026;20260536;C004;D020;Economia;6.6;2.8;8.3;0.6;4.6;REPROVADO;Squirtle Stark;Administracao
2026;20260537;C005;D021;Direito Civil;7.1;1.7;2.3;2.8;3.5;REPROVADO;Bulbasaur Orion;Direito
2026;20260537;C005;D022;Direito Penal;7.9;9.8;1.8;7.4;6.7;APROVADO;Bulbasaur Orion;Direito
2026;20260537;C005;D023;Direito Constitucional;0.8;4.7;4.2;8.0;4.4;REPROVADO;Bulbasaur Orion;Direito
2026;20260537;C005;D024;Processo Civil;5.9;5.2;8.1;3.4;5.7;REPROVADO;Bulbasaur Orion;Direito
2026;20260537;C005;D025;Direito do Trabalho;3.4;8.7;7.5;2.9;5.6;REPROVADO;Bulbasaur Orion;Direito
2026;20260538;C005;D021;Direito Civil;10.0;9.4;9.3;6.9;8.9;APROVADO;Venusaur Stone;Direito
2026;20260538;C005;D022;Direito Penal;1.7;9.2;3.1;9.4;5.8;REPROVADO;Venusaur Stone;Direito
2026;20260538;C005;D023;Direito Constitucional;5.1;3.0;1.0;1.8;2.7;REPROVADO;Venusaur Stone;Direito
2026;20260538;C005;D024;Processo Civil;8.3;1.6;9.8;0.5;5.1;REPROVADO;Venusaur Stone;Direito
2026;20260538;C005;D025;Direito do Trabalho;4.5;1.4;2.6;7.3;4.0;REPROVADO;Venusaur Stone;Direito
2026;20260539;C003;D011;Resistencia dos Materiais;3.5;6.8;6.5;4.0;5.2;REPROVADO;Leomon Night;Engenharia Civil
2026;20260539;C003;D012;Materiais de Construcao;4.4;8.9;0.1;5.4;4.7;REPROVADO;Leomon Night;Engenharia Civil
2026;20260539;C003;D013;Topografia;3.2;6.3;5.9;5.8;5.3;REPROVADO;Leomon Night;Engenharia Civil
2026;20260539;C003;D014;Estruturas I;7.3;6.8;0.5;7.3;5.5;REPROVADO;Leomon Night;Engenharia Civil
2026;20260539;C003;D015;Hidraulica;7.9;7.6;5.3;7.7;7.1;APROVADO;Leomon Night;Engenharia Civil
2026;20260540;C005;D021;Direito Civil;8.3;8.5;9.6;3.6;7.5;APROVADO;Selina Silver;Direito
2026;20260540;C005;D022;Direito Penal;9.8;0.3;9.5;7.6;6.8;APROVADO;Selina Silver;Direito
2026;20260540;C005;D023;Direito Constitucional;4.8;0.0;0.4;4.0;2.3;REPROVADO;Selina Silver;Direito
2026;20260540;C005;D024;Processo Civil;3.3;4.3;9.8;2.4;4.9;REPROVADO;Selina Silver;Direito
2026;20260540;C005;D025;Direito do Trabalho;6.9;4.8;2.8;0.4;3.7;REPROVADO;Selina Silver;Direito
2026;20260541;C002;D006;Estatistica Aplicada;2.2;9.6;8.5;9.1;7.3;APROVADO;Jolteon Night;Engenharia de Producao
2026;20260541;C002;D007;Processos Industriais;7.3;9.6;9.5;4.5;7.7;APROVADO;Jolteon Night;Engenharia de Producao
2026;20260541;C002;D008;Pesquisa Operacional;0.3;7.1;2.1;1.6;2.8;REPROVADO;Jolteon Night;Engenharia de Producao
2026;20260541;C002;D009;Gestao da Qualidade;0.9;7.5;5.7;8.9;5.8;REPROVADO;Jolteon Night;Engenharia de Producao
2026;20260541;C002;D010;Planejamento e Controle;6.5;6.9;2.2;2.2;4.5;REPROVADO;Jolteon Night;Engenharia de Producao
2026;20260542;C005;D021;Direito Civil;3.0;7.1;4.0;8.1;5.5;REPROVADO;Gatomon Parker;Direito
2026;20260542;C005;D022;Direito Penal;1.9;0.4;0.9;1.7;1.2;REPROVADO;Gatomon Parker;Direito
2026;20260542;C005;D023;Direito Constitucional;9.4;3.8;6.9;8.7;7.2;APROVADO;Gatomon Parker;Direito
2026;20260542;C005;D024;Processo Civil;4.5;1.9;0.2;2.7;2.3;REPROVADO;Gatomon Parker;Direito
2026;20260542;C005;D025;Direito do Trabalho;1.5;4.0;1.1;7.6;3.5;REPROVADO;Gatomon Parker;Direito
2026;20260543;C005;D021;Direito Civil;5.0;9.5;4.6;2.9;5.5;REPROVADO;Lucario Stark;Direito
2026;20260543;C005;D022;Direito Penal;1.5;0.9;2.2;0.3;1.2;REPROVADO;Lucario Stark;Direito
2026;20260543;C005;D023;Direito Constitucional;7.3;6.3;1.5;7.0;5.5;REPROVADO;Lucario Stark;Direito
2026;20260543;C005;D024;Processo Civil;6.0;8.3;4.5;2.0;5.2;REPROVADO;Lucario Stark;Direito
2026;20260543;C005;D025;Direito do Trabalho;9.4;1.0;7.3;8.3;6.5;APROVADO;Lucario Stark;Direito
2026;20260544;C001;D001;Algoritmos I;5.0;6.6;8.7;8.2;7.1;APROVADO;Arcanine Odinson;Analise de Sistemas
2026;20260544;C001;D002;Banco de Dados I;8.2;9.1;1.3;8.9;6.9;APROVADO;Arcanine Odinson;Analise de Sistemas
2026;20260544;C001;D003;Python para Dados;2.6;8.9;4.9;1.0;4.3;REPROVADO;Arcanine Odinson;Analise de Sistemas
2026;20260544;C001;D004;Engenharia de Software;3.5;9.4;1.1;1.9;4.0;REPROVADO;Arcanine Odinson;Analise de Sistemas
2026;20260544;C001;D005;SQL e Otimizacao;0.1;2.5;4.5;3.9;2.8;REPROVADO;Arcanine Odinson;Analise de Sistemas
2026;20260545;C004;D016;Contabilidade;7.0;0.6;4.4;10.0;5.5;REPROVADO;Lucario Valerian;Administracao
2026;20260545;C004;D017;Gestao de Pessoas;4.2;0.4;6.1;9.7;5.1;REPROVADO;Lucario Valerian;Administracao
2026;20260545;C004;D018;Marketing;0.5;4.9;6.0;1.9;3.3;REPROVADO;Lucario Valerian;Administracao
2026;20260545;C004;D019;Financas;8.7;4.4;8.8;2.9;6.2;APROVADO;Lucario Valerian;Administracao
2026;20260545;C004;D020;Economia;5.6;2.0;8.2;7.2;5.8;REPROVADO;Lucario Valerian;Administracao
2026;20260546;C005;D021;Direito Civil;4.5;5.8;5.7;9.1;6.3;APROVADO;Greymon Skywalker;Direito
2026;20260546;C005;D022;Direito Penal;7.2;3.6;8.9;4.3;6.0;APROVADO;Greymon Skywalker;Direito
2026;20260546;C005;D023;Direito Constitucional;9.2;0.4;2.9;3.2;3.9;REPROVADO;Greymon Skywalker;Direito
2026;20260546;C005;D024;Processo Civil;9.5;7.5;2.9;7.9;6.9;APROVADO;Greymon Skywalker;Direito
2026;20260546;C005;D025;Direito do Trabalho;2.9;6.7;3.1;3.9;4.1;REPROVADO;Greymon Skywalker;Direito
2026;20260547;C002;D006;Estatistica Aplicada;;;;;;SEM_NOTAS;Greninja Silver;Engenharia de Producao
2026;20260547;C002;D007;Processos Industriais;;;;;;SEM_NOTAS;Greninja Silver;Engenharia de Producao
2026;20260547;C002;D008;Pesquisa Operacional;;;;;;SEM_NOTAS;Greninja Silver;Engenharia de Producao
2026;20260547;C002;D009;Gestao da Qualidade;;;;;;SEM_NOTAS;Greninja Silver;Engenharia de Producao
2026;20260547;C002;D010;Planejamento e Controle;3.0;9.3;8.7;6.6;6.9;APROVADO;Greninja Silver;Engenharia de Producao
2026;20260548;C004;D016;Contabilidade;1.4;0.4;5.2;10.0;4.2;REPROVADO;Eevee Atlas;Administracao
2026;20260548;C004;D017;Gestao de Pessoas;3.8;3.5;;;;SEM_NOTAS;Eevee Atlas;Administracao
2026;20260548;C004;D018;Marketing;5.1;4.9;1.6;2.0;3.4;REPROVADO;Eevee Atlas;Administracao
2026;20260548;C004;D019;Financas;2.3;5.7;4.1;4.3;4.1;REPROVADO;Eevee Atlas;Administracao
2026;20260548;C004;D020;Economia;0.2;8.3;7.4;9.5;6.3;APROVADO;Eevee Atlas;Administracao
2026;20260549;C001;D001;Algoritmos I;5.5;9.5;9.9;6.9;7.9;APROVADO;Biyomon Baggins;Analise de Sistemas
2026;20260549;C001;D002;Banco de Dados I;6.1;0.5;4.5;2.2;3.3;REPROVADO;Biyomon Baggins;Analise de Sistemas
2026;20260549;C001;D003;Python para Dados;0.0;8.5;;;;SEM_NOTAS;Biyomon Baggins;Analise de Sistemas
2026;20260549;C001;D004;Engenharia de Software;3.7;;;;;SEM_NOTAS;Biyomon Baggins;Analise de Sistemas
2026;20260549;C001;D005;SQL e Otimizacao;6.8;6.4;;;;SEM_NOTAS;Biyomon Baggins;Analise de Sistemas
2026;20260550;C004;D016;Contabilidade;2.8;1.8;2.4;2.0;2.2;REPROVADO;Atreus Night;Administracao
2026;20260550;C004;D017;Gestao de Pessoas;7.3;4.3;8.7;3.6;6.0;APROVADO;Atreus Night;Administracao
2026;20260550;C004;D018;Marketing;6.3;5.9;9.9;4.2;6.6;APROVADO;Atreus Night;Administracao
2026;20260550;C004;D019;Financas;9.5;;;;;SEM_NOTAS;Atreus Night;Administracao
2026;20260550;C004;D020;Economia;1.8;2.7;4.8;;;SEM_NOTAS;Atreus Night;Administracao
2026;20260551;C004;D016;Contabilidade;5.0;0.2;2.9;7.5;3.9;REPROVADO;Vaporeon Kenobi;Administracao
2026;20260551;C004;D017;Gestao de Pessoas;2.4;2.8;5.5;;;SEM_NOTAS;Vaporeon Kenobi;Administracao
2026;20260551;C004;D018;Marketing;7.8;3.4;0.2;9.5;5.2;REPROVADO;Vaporeon Kenobi;Administracao
2026;20260551;C004;D019;Financas;3.5;0.9;7.3;4.5;4.0;REPROVADO;Vaporeon Kenobi;Administracao
2026;20260551;C004;D020;Economia;4.2;9.3;4.0;4.1;5.4;REPROVADO;Vaporeon Kenobi;Administracao
2026;20260552;C004;D016;Contabilidade;3.3;1.5;7.8;7.5;5.0;REPROVADO;Knuckles Frost;Administracao
2026;20260552;C004;D017;Gestao de Pessoas;2.2;0.8;8.3;6.4;4.4;REPROVADO;Knuckles Frost;Administracao
2026;20260552;C004;D018;Marketing;7.9;5.4;3.0;5.8;5.5;REPROVADO;Knuckles Frost;Administracao
2026;20260552;C004;D019;Financas;9.4;8.3;7.0;7.1;8.0;APROVADO;Knuckles Frost;Administracao
2026;20260552;C004;D020;Economia;5.7;1.5;5.8;6.8;5.0;REPROVADO;Knuckles Frost;Administracao
2026;20260553;C005;D021;Direito Civil;0.4;6.4;9.9;2.2;4.7;REPROVADO;Ellie Kenobi;Direito
2026;20260553;C005;D022;Direito Penal;0.4;8.0;9.2;4.6;5.6;REPROVADO;Ellie Kenobi;Direito
2026;20260553;C005;D023;Direito Constitucional;8.5;4.2;0.9;2.9;4.1;REPROVADO;Ellie Kenobi;Direito
2026;20260553;C005;D024;Processo Civil;1.1;4.6;3.4;3.3;3.1;REPROVADO;Ellie Kenobi;Direito
2026;20260553;C005;D025;Direito do Trabalho;1.0;4.7;9.4;3.0;4.5;REPROVADO;Ellie Kenobi;Direito
2026;20260554;C003;D011;Resistencia dos Materiais;3.0;4.5;8.8;4.3;5.2;REPROVADO;Bruce Maximus;Engenharia Civil
2026;20260554;C003;D012;Materiais de Construcao;1.8;3.4;9.8;3.3;4.6;REPROVADO;Bruce Maximus;Engenharia Civil
2026;20260554;C003;D013;Topografia;0.0;0.8;6.6;5.8;3.3;REPROVADO;Bruce Maximus;Engenharia Civil
2026;20260554;C003;D014;Estruturas I;6.2;1.8;6.5;9.5;6.0;APROVADO;Bruce Maximus;Engenharia Civil
2026;20260554;C003;D015;Hidraulica;0.0;1.7;1.1;0.6;0.8;REPROVADO;Bruce Maximus;Engenharia Civil
2026;20260555;C005;D021;Direito Civil;3.7;2.1;1.5;6.8;3.5;REPROVADO;Umbreon Storm;Direito
2026;20260555;C005;D022;Direito Penal;7.3;8.2;7.5;5.2;7.0;APROVADO;Umbreon Storm;Direito
2026;20260555;C005;D023;Direito Constitucional;8.2;2.7;7.5;7.4;6.4;APROVADO;Umbreon Storm;Direito
2026;20260555;C005;D024;Processo Civil;4.4;1.4;2.2;7.9;4.0;REPROVADO;Umbreon Storm;Direito
2026;20260555;C005;D025;Direito do Trabalho;1.6;5.7;6.2;8.1;5.4;REPROVADO;Umbreon Storm;Direito
2026;20260556;C001;D001;Algoritmos I;3.6;1.6;0.5;3.2;2.2;REPROVADO;Logan Stone;Analise de Sistemas
2026;20260556;C001;D002;Banco de Dados I;2.8;3.1;3.2;8.2;4.3;REPROVADO;Logan Stone;Analise de Sistemas
2026;20260556;C001;D003;Python para Dados;7.9;7.4;5.0;8.8;7.3;APROVADO;Logan Stone;Analise de Sistemas
2026;20260556;C001;D004;Engenharia de Software;0.4;1.3;5.1;2.0;2.2;REPROVADO;Logan Stone;Analise de Sistemas
2026;20260556;C001;D005;SQL e Otimizacao;1.0;0.1;1.3;3.8;1.6;REPROVADO;Logan Stone;Analise de Sistemas
2026;20260557;C001;D001;Algoritmos I;9.1;4.1;5.4;2.0;5.2;REPROVADO;Veemon Valerian;Analise de Sistemas
2026;20260557;C001;D002;Banco de Dados I;10.0;7.6;3.6;3.3;6.1;APROVADO;Veemon Valerian;Analise de Sistemas
2026;20260557;C001;D003;Python para Dados;5.8;8.2;5.4;5.8;6.3;APROVADO;Veemon Valerian;Analise de Sistemas
2026;20260557;C001;D004;Engenharia de Software;6.9;2.1;3.7;9.8;5.6;REPROVADO;Veemon Valerian;Analise de Sistemas
2026;20260557;C001;D005;SQL e Otimizacao;9.0;4.8;9.1;7.0;7.5;APROVADO;Veemon Valerian;Analise de Sistemas
2026;20260558;C002;D006;Estatistica Aplicada;2.3;7.3;5.9;6.6;5.5;REPROVADO;Loki Stone;Engenharia de Producao
2026;20260558;C002;D007;Processos Industriais;5.7;6.5;4.5;0.4;4.3;REPROVADO;Loki Stone;Engenharia de Producao
2026;20260558;C002;D008;Pesquisa Operacional;2.0;6.1;7.7;8.3;6.0;APROVADO;Loki Stone;Engenharia de Producao
2026;20260558;C002;D009;Gestao da Qualidade;1.5;1.9;9.4;3.4;4.0;REPROVADO;Loki Stone;Engenharia de Producao
2026;20260558;C002;D010;Planejamento e Controle;6.3;3.3;1.3;7.3;4.5;REPROVADO;Loki Stone;Engenharia de Producao
2026;20260559;C005;D021;Direito Civil;7.5;8.8;8.3;9.8;8.6;APROVADO;Batman Grayson;Direito
2026;20260559;C005;D022;Direito Penal;0.0;8.8;0.2;2.6;2.9;REPROVADO;Batman Grayson;Direito
2026;20260559;C005;D023;Direito Constitucional;6.8;9.2;4.4;5.4;6.4;APROVADO;Batman Grayson;Direito
2026;20260559;C005;D024;Processo Civil;9.0;4.3;2.9;5.5;5.4;REPROVADO;Batman Grayson;Direito
2026;20260559;C005;D025;Direito do Trabalho;7.6;1.8;2.8;5.7;4.5;REPROVADO;Batman Grayson;Direito
2026;20260560;C001;D001;Algoritmos I;8.4;9.7;0.6;3.3;5.5;REPROVADO;Atreus Baggins;Analise de Sistemas
2026;20260560;C001;D002;Banco de Dados I;6.1;2.1;7.2;0.1;3.9;REPROVADO;Atreus Baggins;Analise de Sistemas
2026;20260560;C001;D003;Python para Dados;6.8;4.5;4.5;1.1;4.2;REPROVADO;Atreus Baggins;Analise de Sistemas
2026;20260560;C001;D004;Engenharia de Software;9.8;5.0;4.5;2.2;5.4;REPROVADO;Atreus Baggins;Analise de Sistemas
2026;20260560;C001;D005;SQL e Otimizacao;2.6;5.0;7.1;2.9;4.4;REPROVADO;Atreus Baggins;Analise de Sistemas
2026;20260561;C003;D011;Resistencia dos Materiais;6.4;8.7;6.6;8.5;7.5;APROVADO;Tails Prince;Engenharia Civil
2026;20260561;C003;D012;Materiais de Construcao;3.6;3.6;9.5;0.2;4.2;REPROVADO;Tails Prince;Engenharia Civil
2026;20260561;C003;D013;Topografia;1.2;2.7;2.4;2.8;2.3;REPROVADO;Tails Prince;Engenharia Civil
2026;20260561;C003;D014;Estruturas I;6.2;0.2;9.6;5.9;5.5;REPROVADO;Tails Prince;Engenharia Civil
2026;20260561;C003;D015;Hidraulica;5.2;0.0;7.1;0.6;3.2;REPROVADO;Tails Prince;Engenharia Civil
2026;20260562;C004;D016;Contabilidade;8.8;5.8;2.0;5.1;5.4;REPROVADO;Flash Silver;Administracao
2026;20260562;C004;D017;Gestao de Pessoas;2.0;7.1;8.8;6.1;6.0;APROVADO;Flash Silver;Administracao
2026;20260562;C004;D018;Marketing;1.3;5.7;7.8;3.8;4.7;REPROVADO;Flash Silver;Administracao
2026;20260562;C004;D019;Financas;7.2;8.0;6.1;5.9;6.8;APROVADO;Flash Silver;Administracao
2026;20260562;C004;D020;Economia;8.0;5.4;4.0;6.9;6.1;APROVADO;Flash Silver;Administracao
2026;20260563;C004;D016;Contabilidade;9.7;7.4;4.6;9.7;7.9;APROVADO;Mario Phoenix;Administracao
2026;20260563;C004;D017;Gestao de Pessoas;6.5;2.3;5.7;6.2;5.2;REPROVADO;Mario Phoenix;Administracao
2026;20260563;C004;D018;Marketing;4.5;6.9;1.5;0.7;3.4;REPROVADO;Mario Phoenix;Administracao
2026;20260563;C004;D019;Financas;5.3;4.6;6.1;8.6;6.1;APROVADO;Mario Phoenix;Administracao
2026;20260563;C004;D020;Economia;4.9;0.6;4.8;1.0;2.8;REPROVADO;Mario Phoenix;Administracao
2026;20260564;C004;D016;Contabilidade;3.9;9.9;8.2;3.1;6.3;APROVADO;Veemon Echo;Administracao
2026;20260564;C004;D017;Gestao de Pessoas;1.3;1.0;1.4;6.0;2.4;REPROVADO;Veemon Echo;Administracao
2026;20260564;C004;D018;Marketing;7.9;8.3;5.1;1.2;5.6;REPROVADO;Veemon Echo;Administracao
2026;20260564;C004;D019;Financas;7.0;0.0;1.0;1.7;2.4;REPROVADO;Veemon Echo;Administracao
2026;20260564;C004;D020;Economia;7.1;4.2;7.7;6.4;6.3;APROVADO;Veemon Echo;Administracao
2026;20260565;C001;D001;Algoritmos I;4.0;6.5;3.8;0.1;3.6;REPROVADO;Superman Stone;Analise de Sistemas
2026;20260565;C001;D002;Banco de Dados I;1.7;6.1;6.7;9.8;6.1;APROVADO;Superman Stone;Analise de Sistemas
2026;20260565;C001;D003;Python para Dados;5.4;9.2;6.1;7.1;6.9;APROVADO;Superman Stone;Analise de Sistemas
2026;20260565;C001;D004;Engenharia de Software;3.2;8.8;5.6;6.5;6.0;APROVADO;Superman Stone;Analise de Sistemas
2026;20260565;C001;D005;SQL e Otimizacao;7.8;8.9;4.3;3.8;6.2;APROVADO;Superman Stone;Analise de Sistemas
2026;20260566;C003;D011;Resistencia dos Materiais;7.3;1.3;4.1;7.4;5.0;REPROVADO;Angemon Blade;Engenharia Civil
2026;20260566;C003;D012;Materiais de Construcao;4.4;8.2;8.5;8.1;7.3;APROVADO;Angemon Blade;Engenharia Civil
2026;20260566;C003;D013;Topografia;0.4;1.3;5.7;2.4;2.5;REPROVADO;Angemon Blade;Engenharia Civil
2026;20260566;C003;D014;Estruturas I;9.6;8.8;4.8;9.8;8.2;APROVADO;Angemon Blade;Engenharia Civil
2026;20260566;C003;D015;Hidraulica;5.4;0.6;8.7;8.3;5.8;REPROVADO;Angemon Blade;Engenharia Civil
2026;20260567;C005;D021;Direito Civil;9.5;7.5;7.6;6.7;7.8;APROVADO;Arcanine Nova;Direito
2026;20260567;C005;D022;Direito Penal;6.7;7.2;5.1;5.5;6.1;APROVADO;Arcanine Nova;Direito
2026;20260567;C005;D023;Direito Constitucional;9.4;3.5;5.1;3.3;5.3;REPROVADO;Arcanine Nova;Direito
2026;20260567;C005;D024;Processo Civil;4.5;7.8;4.2;8.1;6.2;APROVADO;Arcanine Nova;Direito
2026;20260567;C005;D025;Direito do Trabalho;8.1;6.0;1.5;9.5;6.3;APROVADO;Arcanine Nova;Direito
2026;20260568;C004;D016;Contabilidade;1.8;5.8;7.5;6.0;5.3;REPROVADO;Barry Blade;Administracao
2026;20260568;C004;D017;Gestao de Pessoas;1.2;2.8;1.8;10.0;4.0;REPROVADO;Barry Blade;Administracao
2026;20260568;C004;D018;Marketing;8.1;9.2;3.9;1.8;5.7;REPROVADO;Barry Blade;Administracao
2026;20260568;C004;D019;Financas;3.4;8.9;6.1;;;SEM_NOTAS;Barry Blade;Administracao
2026;20260568;C004;D020;Economia;1.6;4.6;8.1;;;SEM_NOTAS;Barry Blade;Administracao
2026;20260569;C004;D016;Contabilidade;1.8;6.0;4.2;7.8;5.0;REPROVADO;Magikarp Shadow;Administracao
2026;20260569;C004;D017;Gestao de Pessoas;7.2;9.7;8.9;5.8;7.9;APROVADO;Magikarp Shadow;Administracao
2026;20260569;C004;D018;Marketing;1.9;2.0;2.8;8.5;3.8;REPROVADO;Magikarp Shadow;Administracao
2026;20260569;C004;D019;Financas;7.6;1.5;9.8;7.6;6.6;APROVADO;Magikarp Shadow;Administracao
2026;20260569;C004;D020;Economia;0.7;7.3;2.9;4.0;3.7;REPROVADO;Magikarp Shadow;Administracao
2026;20260570;C002;D006;Estatistica Aplicada;2.8;7.7;3.1;9.2;5.7;REPROVADO;Gandalf Maximus;Engenharia de Producao
2026;20260570;C002;D007;Processos Industriais;3.0;9.8;9.5;6.2;7.1;APROVADO;Gandalf Maximus;Engenharia de Producao
2026;20260570;C002;D008;Pesquisa Operacional;2.4;7.5;7.4;2.1;4.9;REPROVADO;Gandalf Maximus;Engenharia de Producao
2026;20260570;C002;D009;Gestao da Qualidade;5.3;0.4;2.6;7.9;4.1;REPROVADO;Gandalf Maximus;Engenharia de Producao
2026;20260570;C002;D010;Planejamento e Controle;8.5;2.1;5.9;1.9;4.6;REPROVADO;Gandalf Maximus;Engenharia de Producao
2026;20260571;C001;D001;Algoritmos I;6.0;3.7;7.1;7.2;6.0;APROVADO;Flash Raven;Analise de Sistemas
2026;20260571;C001;D002;Banco de Dados I;8.5;5.9;2.7;3.3;5.1;REPROVADO;Flash Raven;Analise de Sistemas
2026;20260571;C001;D003;Python para Dados;1.6;5.9;0.6;1.9;2.5;REPROVADO;Flash Raven;Analise de Sistemas
2026;20260571;C001;D004;Engenharia de Software;6.8;0.6;2.7;3.3;3.3;REPROVADO;Flash Raven;Analise de Sistemas
2026;20260571;C001;D005;SQL e Otimizacao;7.8;0.5;3.6;0.9;3.2;REPROVADO;Flash Raven;Analise de Sistemas
2026;20260572;C001;D001;Algoritmos I;0.9;6.9;6.6;9.9;6.1;APROVADO;Tentomon Phoenix;Analise de Sistemas
2026;20260572;C001;D002;Banco de Dados I;3.2;7.3;2.2;6.8;4.9;REPROVADO;Tentomon Phoenix;Analise de Sistemas
2026;20260572;C001;D003;Python para Dados;7.5;9.9;2.1;1.2;5.2;REPROVADO;Tentomon Phoenix;Analise de Sistemas
